id,keyword
doi_dedup___::cf17f6d6b2da0c88c9fad2e4743c1194,0502 economics and business
doi_dedup___::cf17f6d6b2da0c88c9fad2e4743c1194,earned media
doi_dedup___::cf17f6d6b2da0c88c9fad2e4743c1194,social networking sites
doi_dedup___::cf17f6d6b2da0c88c9fad2e4743c1194,owned
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,0301 basic medicine
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,lcsh:r5-920
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,medicine (general)
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,0303 health sciences
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,bioinspired technologies
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,[sdv.bio]life sciences [q-bio]/biotechnology
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,gut microbiota
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,microbiome
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,gene-based biomedicine
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,bibliometric analysis.
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,3. good health
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,antimicrobial peptides
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,03 medical and health sciences
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,r5-920
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,lcsh:medicine (general)
doi_dedup___::d1549f9a1453795b117af0aa9d03dfb2,uncategorized
doi_dedup___::d2c408b52fafacf3f06a2814e56b1e1e,4. education
doi_dedup___::d2c408b52fafacf3f06a2814e56b1e1e,05 social sciences
doi_dedup___::d2c408b52fafacf3f06a2814e56b1e1e,0503 education
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,wireless authentication
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,physical unclonable function
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,covert data collection
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,02 engineering and technology
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,permissioned blockchain network
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,6g
doi_dedup___::d459d57b89e29d6a7fe040925586c2b5,unmanned aerial vehicles
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,high temperature
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,surface roughness
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,0103 physical sciences
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,physical sciences and mathematics
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,humidity sensor
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,side polished fiber
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,electrical and computer engineering
doi_dedup___::d57816f64b7dd8f23f5965ee38fbca51,01 natural sciences
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,renewable energy
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,microgrids management
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,electrical and electronics
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,battery lifetime
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,power and energy
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,economics of renewable energy systems
doi_dedup___::dd6981f1c4fbc4ef5df1a4edb06be978,model predictive control
doi_dedup___::dfe22e36893aeb9654769cc959e71753,0103 physical sciences
doi_dedup___::dfe22e36893aeb9654769cc959e71753,01 natural sciences
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,male
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,time factors
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,"cholesterol, hdl"
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,coronary disease
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,"constriction, pathologic"
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,middle aged
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,coronary angiography
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,3. good health
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,03 medical and health sciences
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,apolipoproteins
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,0302 clinical medicine
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,recurrence
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,risk factors
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,humans
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,regression analysis
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,female
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,prospective studies
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,"angioplasty, balloon, coronary"
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,follow-up studies
doi_dedup___::e026fdd504c55b6555d5ecf73e2b209c,lipoprotein(a)
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,chemistry
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,kinetics and thermodynamics
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,sol-gel/polyurethane foams sorbent
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,reusability
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,retention mechanism
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,qd1-999
doi_dedup___::e0cf896fa0f584ad81c48e6f162baca2,environmental cleaning
doi_dedup___::e1eff2a75285bfd43406e632322ae643,construction
doi_dedup___::e1eff2a75285bfd43406e632322ae643,ireland
doi_dedup___::e1eff2a75285bfd43406e632322ae643,construction engineering and management
doi_dedup___::e1eff2a75285bfd43406e632322ae643,electronic
doi_dedup___::e1eff2a75285bfd43406e632322ae643,tendering
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,0301 basic medicine
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,“xisco” gene
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,identification
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,0303 health sciences
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,pneumococcus
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,polymerase chain reaction
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,sensitivity and specificity
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,pneumococcal infections
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,3. good health
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,"diagnosis, differential"
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,03 medical and health sciences
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,pcr
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,streptococcus pneumoniae
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,molecular diagnostic techniques
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,"genes, bacterial"
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,medicine and health sciences
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,mitis group
doi_dedup___::e4f6d081e8b6954052fa33cb52a39606,biology
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,"phantoms, imaging"
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,diffusion-weighted imaging
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,physics
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,liver neoplasms
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,reproducibility of results
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,dwibs
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,motion
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,03 medical and health sciences
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,motion phantom
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,diffusion magnetic resonance imaging
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,0302 clinical medicine
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,"image interpretation, computer-assisted"
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,apparent diffusion coefficient
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,humans
doi_dedup___::eae26388305256fcf51e7eb55cff9c6c,liver free breathing
doi_dedup___::f0ea9d605024042e767022892248b8ce,4. education
doi_dedup___::f0ea9d605024042e767022892248b8ce,0502 economics and business
doi_dedup___::f0ea9d605024042e767022892248b8ce,05 social sciences
doi_dedup___::f2f3fc213522264eb45aa91f0a04dbd7,oral history
doi_dedup___::f2f3fc213522264eb45aa91f0a04dbd7,academic freedom
doi_dedup___::f2f3fc213522264eb45aa91f0a04dbd7,communication
doi_dedup___::f2f3fc213522264eb45aa91f0a04dbd7,sources
doi_dedup___::f2f3fc213522264eb45aa91f0a04dbd7,northern ireland
doi_dedup___::f2f3fc213522264eb45aa91f0a04dbd7,16. peace & justice
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,multiple scattering
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,intermediate strength scattering
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,statistical models
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,numerical analysis and computation
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,image processing and analysis
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,01 natural sciences
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,"atomic, molecular and optical physics"
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,fractional optical diffusion
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,0103 physical sciences
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,optical diffusion
doi_dedup___::f3440b3c74a2a8b0c27462eb35386dc4,random walk processes
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,workplace planning and strategy
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,sociology
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,scenario development.
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,0502 economics and business
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,05 social sciences
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,0211 other engineering and technologies
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,prospective through scenarios
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,02 engineering and technology
doi_dedup___::f3e92478bc282fa3b14424b3ef77ad48,adaptive methodology
doi_dedup___::f42391c4a0172039af1270b35acb695e,clinical archetype
doi_dedup___::f42391c4a0172039af1270b35acb695e,snomed-ct
doi_dedup___::f42391c4a0172039af1270b35acb695e,03 medical and health sciences
doi_dedup___::f42391c4a0172039af1270b35acb695e,0302 clinical medicine
doi_dedup___::f42391c4a0172039af1270b35acb695e,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::f42391c4a0172039af1270b35acb695e,algorithm analysis
doi_dedup___::f42391c4a0172039af1270b35acb695e,computer engineering
doi_dedup___::f42391c4a0172039af1270b35acb695e,02 engineering and technology
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,0106 biological sciences
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,0301 basic medicine
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,"spectrometry, mass, electrospray ionization"
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,01 natural sciences
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,bivalvia
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,pectinidae
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,03 medical and health sciences
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,animals
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,marine toxins
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,spiro compounds
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,14. life underwater
doi_dedup___::f6e2fb7d84c606599cedd01fc728227b,chile
doi_dedup___::f924cf5fe85079a904f91aa206a2c9a4,algebraist
doi_dedup___::f924cf5fe85079a904f91aa206a2c9a4,physical sciences and mathematics
doi_dedup___::f924cf5fe85079a904f91aa206a2c9a4,rudiger gobel
doi_dedup___::fac59ab61c385512492efe4629c278e1,thermal management
doi_dedup___::fac59ab61c385512492efe4629c278e1,energy efficient data centres
doi_dedup___::fac59ab61c385512492efe4629c278e1,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::fac59ab61c385512492efe4629c278e1,integrated energy management platform
doi_dedup___::fac59ab61c385512492efe4629c278e1,sdg 7 - affordable and clean energy
doi_dedup___::fac59ab61c385512492efe4629c278e1,02 engineering and technology
doi_dedup___::fac59ab61c385512492efe4629c278e1,workload management
doi_dedup___::fac59ab61c385512492efe4629c278e1,sdg 7 – betaalbare en schone energie
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,nanomedicine
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,nanotechnology
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,photodynamic therapy
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,targeted delivery
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,nanoparticles
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,sonodynamic therapy
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,radiotherapy
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,sensitization
doi_dedup___::feb16d5cfeaf56f72002c3f7fd8fdc63,3. good health
frontiers___::048ed6f620306835c50d23b9cc0f23dd,evaluation framework
frontiers___::048ed6f620306835c50d23b9cc0f23dd,evaluation criteria
frontiers___::048ed6f620306835c50d23b9cc0f23dd,performance monitoring
frontiers___::048ed6f620306835c50d23b9cc0f23dd,public health
frontiers___::048ed6f620306835c50d23b9cc0f23dd,one health
frontiers___::048ed6f620306835c50d23b9cc0f23dd,sustainability
frontiers___::048ed6f620306835c50d23b9cc0f23dd,integrated approaches to health
od______1248::1024dda011aa7ed55096ee07c3645648,tourism and travel
od______1248::1024dda011aa7ed55096ee07c3645648,food and beverage management
od______1248::1024dda011aa7ed55096ee07c3645648,dinner
od______1248::1024dda011aa7ed55096ee07c3645648,menu
od______1248::2b2c9101d5e5295f063af0dfb3baa8a9,europe
od______1248::2b2c9101d5e5295f063af0dfb3baa8a9,children
od______1248::2b2c9101d5e5295f063af0dfb3baa8a9,medicine and health sciences
od______1248::2b2c9101d5e5295f063af0dfb3baa8a9,schools
od______1248::2b2c9101d5e5295f063af0dfb3baa8a9,smoking
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,tourism and travel
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,restaurant
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,menus
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,food and beverage management
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,history
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,hospitality administration and management
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,cultural history
od______1248::3b09cfd1caf85e3c8b9104e3be6e37e3,galway
od______1248::3fce4413b53eddfb3449c94356e76444,irish
od______1248::3fce4413b53eddfb3449c94356e76444,books
od______1248::3fce4413b53eddfb3449c94356e76444,cookery
od______1248::3fce4413b53eddfb3449c94356e76444,arts and humanities
od______1248::3fce4413b53eddfb3449c94356e76444,ireland
od______1248::566a7f8b91928896a6cb7b9b831b5876,religion
od______1248::566a7f8b91928896a6cb7b9b831b5876,catholic
od______1248::566a7f8b91928896a6cb7b9b831b5876,studies
od______1248::575052137cbe41515244e5b7492fccc4,preprimary
od______1248::575052137cbe41515244e5b7492fccc4,experience
od______1248::575052137cbe41515244e5b7492fccc4,children
od______1248::575052137cbe41515244e5b7492fccc4,irish
od______1248::575052137cbe41515244e5b7492fccc4,school
od______1248::575052137cbe41515244e5b7492fccc4,social and behavioral sciences
od______1248::575052137cbe41515244e5b7492fccc4,ireland
od______1248::62ad9c5906cf570553e6309dc8039189,restaurant
od______1248::62ad9c5906cf570553e6309dc8039189,menus
od______1248::62ad9c5906cf570553e6309dc8039189,dublin
od______1248::88025786dc864457a2b7064d348e2a97,curriculum and instruction
od______1248::88025786dc864457a2b7064d348e2a97,proposal
od______1248::88025786dc864457a2b7064d348e2a97,kevin street
od______1248::88025786dc864457a2b7064d348e2a97,development
od______1248::8f3ff81778dbf2f05891b855694381d7,internet safety
od______1248::8f3ff81778dbf2f05891b855694381d7,communication technology and new media
od______1248::8f3ff81778dbf2f05891b855694381d7,regulation
od______1248::8f3ff81778dbf2f05891b855694381d7,internet policy
od______1248::a069521d9da4b8eedbb92f12f796f070,services
od______1248::a069521d9da4b8eedbb92f12f796f070,engineering
od______1248::a069521d9da4b8eedbb92f12f796f070,construction engineering and management
od______1248::a069521d9da4b8eedbb92f12f796f070,architecture
od______1248::a069521d9da4b8eedbb92f12f796f070,plumbing
od______1248::a069521d9da4b8eedbb92f12f796f070,building
od______1248::a069521d9da4b8eedbb92f12f796f070,heating
od______1248::a069521d9da4b8eedbb92f12f796f070,construction engineering
od______1248::a069521d9da4b8eedbb92f12f796f070,civil engineering
od______1248::aaa48e59b0524143e3776f26ea1ee3ef,education
od______1248::b6ee973f25c8c45e7e47f5ef4d62e8eb,competitions
od______1248::b6ee973f25c8c45e7e47f5ef4d62e8eb,ice cream products
od______1248::b6ee973f25c8c45e7e47f5ef4d62e8eb,ice cream
od______1248::b6ee973f25c8c45e7e47f5ef4d62e8eb,culinary
od______1248::b6ee973f25c8c45e7e47f5ef4d62e8eb,dublin institute of technology.
od______1248::b6ee973f25c8c45e7e47f5ef4d62e8eb,food science
od______1248::ba604a572d2de6d56e9cefd23c6b4b09,outreach
od______1248::ba604a572d2de6d56e9cefd23c6b4b09,bit [micro]
od______1248::ba604a572d2de6d56e9cefd23c6b4b09,computer sciences
od______1248::ba604a572d2de6d56e9cefd23c6b4b09,computer science education
od______1248::ba604a572d2de6d56e9cefd23c6b4b09,educational technology
od______1248::ba604a572d2de6d56e9cefd23c6b4b09,k-12
od______1248::c1d29dedd128f02dd92ba154e478c8a6,education
od______1248::c1d29dedd128f02dd92ba154e478c8a6,curriculum and instruction
od______1248::c1d29dedd128f02dd92ba154e478c8a6,courses
od______1248::c1d29dedd128f02dd92ba154e478c8a6,higher education
od______1248::c1d29dedd128f02dd92ba154e478c8a6,ireland
od______1248::c1d29dedd128f02dd92ba154e478c8a6,vocational
od______1248::c75904588ae31b0c88f41fc20c855704,construction
od______1248::c75904588ae31b0c88f41fc20c855704,architecture
od______1248::c75904588ae31b0c88f41fc20c855704,engineering
od______1248::c75904588ae31b0c88f41fc20c855704,construction engineering and management
od______1248::c75904588ae31b0c88f41fc20c855704,plumbing
od______1248::c75904588ae31b0c88f41fc20c855704,building
od______1248::c75904588ae31b0c88f41fc20c855704,construction engineering
od______1248::c75904588ae31b0c88f41fc20c855704,civil engineering
od______1248::d3c4b96c6bd74d5ef6b8861ac479075b,dit
od______1248::d3c4b96c6bd74d5ef6b8861ac479075b,media
od______1248::d3c4b96c6bd74d5ef6b8861ac479075b,campus
od______1248::d3c4b96c6bd74d5ef6b8861ac479075b,grangegorman
od______1248::d3c4b96c6bd74d5ef6b8861ac479075b,newspapers
od______1248::dd68ec77d127537f06800d38b51cd451,irish
od______1248::dd68ec77d127537f06800d38b51cd451,books
od______1248::dd68ec77d127537f06800d38b51cd451,cookery
od______1248::dd68ec77d127537f06800d38b51cd451,arts and humanities
od______1248::dd68ec77d127537f06800d38b51cd451,ireland
od______1248::df42c9922bdd169a4806a44769f1b26c,construction
od______1248::df42c9922bdd169a4806a44769f1b26c,architecture
od______1248::df42c9922bdd169a4806a44769f1b26c,engineering
od______1248::df42c9922bdd169a4806a44769f1b26c,construction engineering and management
od______1248::df42c9922bdd169a4806a44769f1b26c,building
od______1248::df42c9922bdd169a4806a44769f1b26c,plumbing
od______1248::df42c9922bdd169a4806a44769f1b26c,construction engineering
od______1248::df42c9922bdd169a4806a44769f1b26c,civil engineering
od______1248::ef519b6e7a7c220a0be552ee3cecd487,leadership
od______1248::ef519b6e7a7c220a0be552ee3cecd487,community
od______1248::ef519b6e7a7c220a0be552ee3cecd487,higher education
od______1248::ef519b6e7a7c220a0be552ee3cecd487,social and behavioral sciences
od______1248::ef519b6e7a7c220a0be552ee3cecd487,engagement
od______1248::ef519b6e7a7c220a0be552ee3cecd487,"educational assessment, evaluation, and research"
od______1248::f4373122458fc08be8605a4919c5f560,tourism and travel
od______1248::f4373122458fc08be8605a4919c5f560,food and beverage management
od______1248::f4373122458fc08be8605a4919c5f560,history
od______1248::f4373122458fc08be8605a4919c5f560,hospitality administration and management
od______1248::f4373122458fc08be8605a4919c5f560,cultural history
od______9687::8f5a2a03813a338b778c1e684cd24da4,marine toxins | poisonous fishes -- toxicology | chromatographic analysis | mass spectrometry
od______9687::8f5a2a03813a338b778c1e684cd24da4,"pharmacology, toxicology and environmental health"
od______9687::8f5a2a03813a338b778c1e684cd24da4,environmental chemistry
od______9687::8f5a2a03813a338b778c1e684cd24da4,marine biology
od______9687::8f5a2a03813a338b778c1e684cd24da4,analytical chemistry
od______9687::dae6bb6aa30b7d5b215e1fb4d7f7e0db,simulation methods | pid controllers
od______9687::dae6bb6aa30b7d5b215e1fb4d7f7e0db,electrical and electronics
od______9692::68f7c98e1c08fe88f74d940f23c83046,concrete reinforcement
od______9692::68f7c98e1c08fe88f74d940f23c83046,vegetable fibres
od______9692::68f7c98e1c08fe88f74d940f23c83046,department of civil engineering & trades
od______9692::8745f0a637f648a177a085c8fe0adf95,active learning
od______9692::8745f0a637f648a177a085c8fe0adf95,"department of quality, teaching and learning, tus midwest"
od______9692::8745f0a637f648a177a085c8fe0adf95,assessment
od______9692::8745f0a637f648a177a085c8fe0adf95,learning & teaching
dedup_wf_002::0340282195aa4bd37cc0cac64d83744e,*none of these*
dedup_wf_002::0f2b32a0151a194ba8ff756041fb70fb,*none of these*
dedup_wf_002::5399164a17a4643450d7c399da2e952e,walton institute for information and communications systems science
dedup_wf_002::5399164a17a4643450d7c399da2e952e,telecommunications software and systems group
dedup_wf_002::9a7a0cb54eee426ca425914e0d084a38,*none of these*
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,interactive learning environments
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,lcsh:lc8-6691
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,lcsh:special aspects of education
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,computer-mediated communication; cooperative/collaborative learning; interactive learning environments; learning communities; pedagogical issues
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,computer‐mediated communication
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,lcsh:l
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,cooperative/collaborative learning
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,lcsh:education
dedup_wf_002::d84fc02e926c8a51643f6bb5fb7b8182,education
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,industrial psychology
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,lcsh:lc8-6691
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,lc8-6691
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,lcsh:special aspects of education
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,05 social sciences
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,peer mentoring
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,community based learning
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,special aspects of education
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,access
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,lcsh:industrial psychology
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,0503 education
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,hf5548.7-5548.85
doajarticles::3d7ee96eba7ed0366476d878f8cb58d1,lcsh:hf5548.7-5548.85
doi_________::21f63c264335207ebdbe10ebf23f1ac5,03 medical and health sciences
doi_________::21f63c264335207ebdbe10ebf23f1ac5,0302 clinical medicine
doi_________::225e9db8124a2cfa08c7ff286c46f9dd,0404 agricultural biotechnology
doi_________::225e9db8124a2cfa08c7ff286c46f9dd,04 agricultural and veterinary sciences
doi_________::225e9db8124a2cfa08c7ff286c46f9dd,0405 other agricultural sciences
doi_________::a285f779919faa5e4b1e743d58603825,0209 industrial biotechnology
doi_________::a285f779919faa5e4b1e743d58603825,"0202 electrical engineering, electronic engineering, information engineering"
doi_________::a285f779919faa5e4b1e743d58603825,02 engineering and technology
doi_________::cc9137f28f1dc11e989d2750e2d010c9,"0202 electrical engineering, electronic engineering, information engineering"
doi_________::cc9137f28f1dc11e989d2750e2d010c9,02 engineering and technology
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,0301 basic medicine
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,0303 health sciences
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,paraffin embedding
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,cervix uteri
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,buffers
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,xylenes
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,"spectrum analysis, raman"
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,immunohistochemistry
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,citric acid
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,specimen handling
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,3. good health
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,heating
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,fixatives
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,03 medical and health sciences
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,formaldehyde
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,solvents
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,hexanes
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,humans
doi_dedup___::01c063dfbe924de185e3c2d4db441c73,female
doi_dedup___::0897584958441ae786d7325954260f13,0301 basic medicine
doi_dedup___::0897584958441ae786d7325954260f13,immobilization
doi_dedup___::0897584958441ae786d7325954260f13,0303 health sciences
doi_dedup___::0897584958441ae786d7325954260f13,03 medical and health sciences
doi_dedup___::0897584958441ae786d7325954260f13,capsid
doi_dedup___::0897584958441ae786d7325954260f13,cricetinae
doi_dedup___::0897584958441ae786d7325954260f13,animals
doi_dedup___::0897584958441ae786d7325954260f13,"microscopy, atomic force"
doi_dedup___::0897584958441ae786d7325954260f13,semliki forest virus
doi_dedup___::0897584958441ae786d7325954260f13,cell line
doi_dedup___::0c844251b74ccbf5374a2612955ccba2,social and information networks (cs.si)
doi_dedup___::0c844251b74ccbf5374a2612955ccba2,fos: computer and information sciences
doi_dedup___::0c844251b74ccbf5374a2612955ccba2,10009 department of informatics
doi_dedup___::0c844251b74ccbf5374a2612955ccba2,2208 electrical and electronic engineering
doi_dedup___::0c844251b74ccbf5374a2612955ccba2,1705 computer networks and communications
doi_dedup___::0c844251b74ccbf5374a2612955ccba2,"0202 electrical engineering, electronic engineering, information engineering"
